Sno,Date,Time,State/UnionTerritory,Confirmed,latitude,longitude
1145,20-04-2020,5:00 PM,Meghalaya,11,25.467,91.3662
1146,20-04-2020,5:00 PM,Mizoram,1,23.1645,92.9376
1147,20-04-2020,5:00 PM,Nagaland,0,26.1584,94.5624
1148,20-04-2020,5:00 PM,Odisha,68,20.9517,85.0985
1149,20-04-2020,5:00 PM,Puducherry,7,11.9416,79.8083
1150,20-04-2020,5:00 PM,Punjab,219,31.1471,75.3415
1151,20-04-2020,5:00 PM,Rajasthan,1478,27.0238,74.2179
1152,20-04-2020,5:00 PM,Tamil Nadu,1477,11.1271,78.6569
1153,20-04-2020,5:00 PM,Telengana,873,18.1124,79.0193
1154,20-04-2020,5:00 PM,Tripura,2,23.9408,91.9882
1155,20-04-2020,5:00 PM,Uttarakhand,44,30.0668,79.0193
1156,20-04-2020,5:00 PM,Uttar Pradesh,1176,26.8467,80.9462
1157,20-04-2020,5:00 PM,West Bengal,339,22.9868,87.855
1158,21-04-2020,5:00 PM,Andaman and Nicobar Islands,16,11.7401,92.6586
1159,21-04-2020,5:00 PM,Andhra Pradesh,757,15.9129,79.74
1160,21-04-2020,5:00 PM,Arunachal Pradesh,1,28.218,94.7278
1161,21-04-2020,5:00 PM,Assam,35,26.2006,92.9376
1162,21-04-2020,5:00 PM,Bihar,114,25.0961,85.3131
1163,21-04-2020,5:00 PM,Chandigarh,26,30.7333,76.7794
1164,21-04-2020,5:00 PM,Chhattisgarh,36,21.2787,81.8661
1165,21-04-2020,5:00 PM,Delhi,2081,28.7041,77.1025
1166,21-04-2020,5:00 PM,Goa,7,15.2993,74.124
1167,21-04-2020,5:00 PM,Gujarat,2066,22.2587,71.1924
1168,21-04-2020,5:00 PM,Haryana,254,29.0588,76.0856
1169,21-04-2020,5:00 PM,Himachal Pradesh,39,31.1048,77.1734
1170,21-04-2020,5:00 PM,Jammu and Kashmir,368,33.7782,76.5762
1171,21-04-2020,5:00 PM,Jharkhand,46,23.6102,85.2799
1172,21-04-2020,5:00 PM,Karnataka,415,15.3173,75.7139
1173,21-04-2020,5:00 PM,Kerala,408,10.8505,76.2711
1174,21-04-2020,5:00 PM,Ladakh,18,34.1525,77.577
1175,21-04-2020,5:00 PM,Madhya Pradesh,1540,22.9734,78.6569
1176,21-04-2020,5:00 PM,Maharashtra,4669,19.7515,75.7139
1177,21-04-2020,5:00 PM,Manipur,2,24.6637,93.9063
1178,21-04-2020,5:00 PM,Meghalaya,11,25.467,91.3662
1179,21-04-2020,5:00 PM,Mizoram,1,23.1645,92.9376
1180,21-04-2020,5:00 PM,Nagaland,0,26.1584,94.5624
1181,21-04-2020,5:00 PM,Odisha,74,20.9517,85.0985
1182,21-04-2020,5:00 PM,Puducherry,7,11.9416,79.8083
1183,21-04-2020,5:00 PM,Punjab,245,31.1471,75.3415
1184,21-04-2020,5:00 PM,Rajasthan,1576,27.0238,74.2179
1185,21-04-2020,5:00 PM,Tamil Nadu,1520,11.1271,78.6569
1186,21-04-2020,5:00 PM,Telengana,919,18.1124,79.0193
1187,21-04-2020,5:00 PM,Tripura,2,23.9408,91.9882
1188,21-04-2020,5:00 PM,Uttarakhand,46,30.0668,79.0193
1189,21-04-2020,5:00 PM,Uttar Pradesh,1294,26.8467,80.9462
1190,21-04-2020,5:00 PM,West Bengal,392,22.9868,87.855
1191,22-04-2020,5:00 PM,Andaman and Nicobar Islands,17,11.7401,92.6586
1192,22-04-2020,5:00 PM,Andhra Pradesh,813,15.9129,79.74
1193,22-04-2020,5:00 PM,Arunachal Pradesh,1,28.218,94.7278
1194,22-04-2020,5:00 PM,Assam,35,26.2006,92.9376
1195,22-04-2020,5:00 PM,Bihar,126,25.0961,85.3131
1196,22-04-2020,5:00 PM,Chandigarh,27,30.7333,76.7794
1197,22-04-2020,5:00 PM,Chhattisgarh,36,21.2787,81.8661
1198,22-04-2020,5:00 PM,Delhi,2156,28.7041,77.1025
1199,22-04-2020,5:00 PM,Goa,7,15.2993,74.124
1200,22-04-2020,5:00 PM,Gujarat,2272,22.2587,71.1924
1201,22-04-2020,5:00 PM,Haryana,254,29.0588,76.0856
1202,22-04-2020,5:00 PM,Himachal Pradesh,39,31.1048,77.1734
1203,22-04-2020,5:00 PM,Jammu and Kashmir,380,33.7782,76.5762
1204,22-04-2020,5:00 PM,Jharkhand,45,23.6102,85.2799
1205,22-04-2020,5:00 PM,Karnataka,425,15.3173,75.7139
1206,22-04-2020,5:00 PM,Kerala,427,10.8505,76.2711
1207,22-04-2020,5:00 PM,Ladakh,18,34.1525,77.577
1208,22-04-2020,5:00 PM,Madhya Pradesh,1592,22.9734,78.6569
1209,22-04-2020,5:00 PM,Maharashtra,5221,19.7515,75.7139
1210,22-04-2020,5:00 PM,Manipur,2,24.6637,93.9063
1211,22-04-2020,5:00 PM,Meghalaya,12,25.467,91.3662
1212,22-04-2020,5:00 PM,Mizoram,1,23.1645,92.9376
1213,22-04-2020,5:00 PM,Odisha,82,20.9517,85.0985
1214,22-04-2020,5:00 PM,Puducherry,7,11.9416,79.8083
1215,22-04-2020,5:00 PM,Punjab,251,31.1471,75.3415
1216,22-04-2020,5:00 PM,Rajasthan,1801,27.0238,74.2179
1217,22-04-2020,5:00 PM,Tamil Nadu,1596,11.1271,78.6569
1218,22-04-2020,5:00 PM,Telengana,945,18.1124,79.0193
1219,22-04-2020,5:00 PM,Tripura,2,23.9408,91.9882
1220,22-04-2020,5:00 PM,Uttarakhand,46,30.0668,79.0193
1221,22-04-2020,5:00 PM,Uttar Pradesh,1412,26.8467,80.9462
1222,22-04-2020,5:00 PM,West Bengal,423,22.9868,87.855
1223,23-04-2020,5:00 PM,Andaman and Nicobar Islands,18,11.7401,92.6586
1224,23-04-2020,5:00 PM,Andhra Pradesh,895,15.9129,79.74
1225,23-04-2020,5:00 PM,Arunachal Pradesh,1,28.218,94.7278
1226,23-04-2020,5:00 PM,Assam,35,26.2006,92.9376
1227,23-04-2020,5:00 PM,Bihar,148,25.0961,85.3131
1228,23-04-2020,5:00 PM,Chandigarh,27,30.7333,76.7794
1229,23-04-2020,5:00 PM,Chhattisgarh,36,21.2787,81.8661
1230,23-04-2020,5:00 PM,Delhi,2248,28.7041,77.1025
1231,23-04-2020,5:00 PM,Goa,7,15.2993,74.124
1232,23-04-2020,5:00 PM,Gujarat,2407,22.2587,71.1924
1233,23-04-2020,5:00 PM,Haryana,262,29.0588,76.0856
1234,23-04-2020,5:00 PM,Himachal Pradesh,40,31.1048,77.1734
1235,23-04-2020,5:00 PM,Jammu and Kashmir,407,33.7782,76.5762
1236,23-04-2020,5:00 PM,Jharkhand,49,23.6102,85.2799
1237,23-04-2020,5:00 PM,Karnataka,443,15.3173,75.7139
1238,23-04-2020,5:00 PM,Kerala,438,10.8505,76.2711
1239,23-04-2020,5:00 PM,Ladakh,18,34.1525,77.577
1240,23-04-2020,5:00 PM,Madhya Pradesh,1695,22.9734,78.6569
1241,23-04-2020,5:00 PM,Maharashtra,5652,19.7515,75.7139
1242,23-04-2020,5:00 PM,Manipur,2,24.6637,93.9063
1243,23-04-2020,5:00 PM,Meghalaya,12,25.467,91.3662
1244,23-04-2020,5:00 PM,Mizoram,1,23.1645,92.9376
1245,23-04-2020,5:00 PM,Odisha,83,20.9517,85.0985
1246,23-04-2020,5:00 PM,Puducherry,7,11.9416,79.8083
1247,23-04-2020,5:00 PM,Punjab,277,31.1471,75.3415
1248,23-04-2020,5:00 PM,Rajasthan,1890,27.0238,74.2179
1249,23-04-2020,5:00 PM,Tamil Nadu,1629,11.1271,78.6569
1250,23-04-2020,5:00 PM,Telengana,960,18.1124,79.0193
1251,23-04-2020,5:00 PM,Tripura,2,23.9408,91.9882
1252,23-04-2020,5:00 PM,Uttarakhand,46,30.0668,79.0193
1253,23-04-2020,5:00 PM,Uttar Pradesh,1509,26.8467,80.9462
1254,23-04-2020,5:00 PM,West Bengal,456,22.9868,87.855
1255,24-04-2020,5:00 PM,Andaman and Nicobar Islands,22,11.7401,92.6586
1256,24-04-2020,5:00 PM,Andhra Pradesh,955,15.9129,79.74
1257,24-04-2020,5:00 PM,Arunachal Pradesh,1,28.218,94.7278
1258,24-04-2020,5:00 PM,Assam,36,26.2006,92.9376
1259,24-04-2020,5:00 PM,Bihar,176,25.0961,85.3131
1260,24-04-2020,5:00 PM,Chandigarh,27,30.7333,76.7794
1261,24-04-2020,5:00 PM,Chhattisgarh,36,21.2787,81.8661
1262,24-04-2020,5:00 PM,Delhi,2376,28.7041,77.1025
1263,24-04-2020,5:00 PM,Goa,7,15.2993,74.124
1264,24-04-2020,5:00 PM,Gujarat,2624,22.2587,71.1924
1265,24-04-2020,5:00 PM,Haryana,272,29.0588,76.0856
1266,24-04-2020,5:00 PM,Himachal Pradesh,40,31.1048,77.1734
1267,24-04-2020,5:00 PM,Jammu and Kashmir,427,33.7782,76.5762
1268,24-04-2020,5:00 PM,Jharkhand,55,23.6102,85.2799
1269,24-04-2020,5:00 PM,Karnataka,463,15.3173,75.7139
1270,24-04-2020,5:00 PM,Kerala,448,10.8505,76.2711
1271,24-04-2020,5:00 PM,Ladakh,18,34.1525,77.577
1272,24-04-2020,5:00 PM,Madhya Pradesh,1852,22.9734,78.6569
1273,24-04-2020,5:00 PM,Maharashtra,6430,19.7515,75.7139
1274,24-04-2020,5:00 PM,Manipur,2,24.6637,93.9063
1275,24-04-2020,5:00 PM,Meghalaya,12,25.467,91.3662
1276,24-04-2020,5:00 PM,Mizoram,1,23.1645,92.9376
1277,24-04-2020,5:00 PM,Odisha,90,20.9517,85.0985
1278,24-04-2020,5:00 PM,Puducherry,7,11.9416,79.8083
1279,24-04-2020,5:00 PM,Punjab,277,31.1471,75.3415
1280,24-04-2020,5:00 PM,Rajasthan,1964,27.0238,74.2179
1281,24-04-2020,5:00 PM,Tamil Nadu,1683,11.1271,78.6569
1282,24-04-2020,5:00 PM,Telengana,984,18.1124,79.0193
1283,24-04-2020,5:00 PM,Tripura,2,23.9408,91.9882
1284,24-04-2020,5:00 PM,Uttarakhand,47,30.0668,79.0193
1285,24-04-2020,5:00 PM,Uttar Pradesh,1604,26.8467,80.9462
1286,24-04-2020,5:00 PM,West Bengal,514,22.9868,87.855
1287,25-04-2020,5:00 PM,Andaman and Nicobar Islands,27,11.7401,92.6586
1288,25-04-2020,5:00 PM,Andhra Pradesh,1061,15.9129,79.74
1289,25-04-2020,5:00 PM,Arunachal Pradesh,1,28.218,94.7278
1290,25-04-2020,5:00 PM,Assam,36,26.2006,92.9376
1291,25-04-2020,5:00 PM,Bihar,228,25.0961,85.3131
1292,25-04-2020,5:00 PM,Chandigarh,28,30.7333,76.7794
1293,25-04-2020,5:00 PM,Chhattisgarh,36,21.2787,81.8661
1294,25-04-2020,5:00 PM,Delhi,2514,28.7041,77.1025
1295,25-04-2020,5:00 PM,Goa,7,15.2993,74.124
1296,25-04-2020,5:00 PM,Gujarat,2815,22.2587,71.1924
1297,25-04-2020,5:00 PM,Haryana,272,29.0588,76.0856
1298,25-04-2020,5:00 PM,Himachal Pradesh,40,31.1048,77.1734
1299,25-04-2020,5:00 PM,Jammu and Kashmir,454,33.7782,76.5762
1300,25-04-2020,5:00 PM,Jharkhand,59,23.6102,85.2799
1301,25-04-2020,5:00 PM,Karnataka,489,15.3173,75.7139
1302,25-04-2020,5:00 PM,Kerala,451,10.8505,76.2711
1303,25-04-2020,5:00 PM,Ladakh,20,34.1525,77.577
1304,25-04-2020,5:00 PM,Madhya Pradesh,1952,22.9734,78.6569
1305,25-04-2020,5:00 PM,Maharashtra,6817,19.7515,75.7139
1306,25-04-2020,5:00 PM,Manipur,2,24.6637,93.9063
1307,25-04-2020,5:00 PM,Meghalaya,12,25.467,91.3662
1308,25-04-2020,5:00 PM,Mizoram,1,23.1645,92.9376
1309,25-04-2020,5:00 PM,Odisha,94,20.9517,85.0985
1310,25-04-2020,5:00 PM,Puducherry,7,11.9416,79.8083
1311,25-04-2020,5:00 PM,Punjab,298,31.1471,75.3415
1312,25-04-2020,5:00 PM,Rajasthan,2034,27.0238,74.2179
1313,25-04-2020,5:00 PM,Tamil Nadu,1755,11.1271,78.6569
1314,25-04-2020,5:00 PM,Telengana,984,18.1124,79.0193
1315,25-04-2020,5:00 PM,Tripura,2,23.9408,91.9882
1316,25-04-2020,5:00 PM,Uttarakhand,48,30.0668,79.0193
1317,25-04-2020,5:00 PM,Uttar Pradesh,1778,26.8467,80.9462
1318,25-04-2020,5:00 PM,West Bengal,571,22.9868,87.855
